date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:05:12	19403/19403	---M-Z	200	added ('OK')	text/css	etag:%224bcb-5ef696cdae2b3-gzip%22	https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:13	884/884	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2012%20Mar%202024%2005:05:13%20GMT	https://www.google.com/recaptcha/api.js?render=6LfTmJkbAAAAAC-bRXn_0fbZJDV5hk3emJQoKcsp	E:/paginas%20clon/saren1/www.google.com/recaptcha/api7f74.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:14	29873/29873	---M--	200	added ('OK')	image/png	etag:%2274b1-5ef696cd266c3%22	https://tramites.saren.gob.ve/img/banner_saren_nuevo.png	E:/paginas%20clon/saren1/tramites.saren.gob.ve/img/banner_saren_nuevo.png	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:14	52989/52989	---M--	200	added ('OK')	image/png	etag:%22cefd-5ef696cd28603%22	https://tramites.saren.gob.ve/img/footer_saren.png	E:/paginas%20clon/saren1/tramites.saren.gob.ve/img/footer_saren.png	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:15	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:%2215d84-5ef696cd7f4ae-gzip%22	https://tramites.saren.gob.ve/plugins/jquery/jquery.min.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/jquery/jquery.min.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:15	253669/253669	---MCZ	200	added ('OK')	application/javascript	etag:%223dee5-5ef696cd7c5cd-gzip%22	https://tramites.saren.gob.ve/plugins/jquery-ui/jquery-ui.min.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/jquery-ui/jquery-ui.min.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:16	81084/81084	---M-Z	200	added ('OK')	application/javascript	etag:%2213cbc-5ef696cd3aee6-gzip%22	https://tramites.saren.gob.ve/plugins/bootstrap/js/bootstrap.bundle.min.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/bootstrap/js/bootstrap.bundle.min.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:17	172812/172812	---M-Z	200	added ('OK')	application/javascript	etag:%222a30c-5ef696cd42be7-gzip%22	https://tramites.saren.gob.ve/plugins/chart.js/Chart.min.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/chart.js/Chart.min.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:17	120321/120321	---M-Z	200	added ('OK')	application/javascript	etag:%221d601-5ef696cd7874d-gzip%22	https://tramites.saren.gob.ve/plugins/inputmask/jquery.inputmask.min.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/inputmask/jquery.inputmask.min.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:17	7009/7009	---M-Z	200	added ('OK')	application/javascript	etag:%221b61-5ef696cda84f2-gzip%22	https://tramites.saren.gob.ve/plugins/sparklines/sparkline.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/sparklines/sparkline.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:18	34362/34362	---M-Z	200	added ('OK')	application/javascript	etag:%22863a-5ef696cd8044e-gzip%22	https://tramites.saren.gob.ve/plugins/jqvmap/jquery.vmap.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/jqvmap/jquery.vmap.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:19	47712/47712	---M-Z	200	added ('OK')	application/javascript	etag:%22ba60-5ef696cd8620e-gzip%22	https://tramites.saren.gob.ve/plugins/jqvmap/maps/jquery.vmap.usa.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/jqvmap/maps/jquery.vmap.usa.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:19	10804/10804	---M-Z	200	added ('OK')	application/javascript	etag:%222a34-5ef696cd7874d-gzip%22	https://tramites.saren.gob.ve/plugins/jquery-knob/jquery.knob.min.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/jquery-knob/jquery.knob.min.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:20	58862/58862	---M-Z	200	added ('OK')	application/javascript	etag:%22e5ee-5ef696cd8cf6f-gzip%22	https://tramites.saren.gob.ve/plugins/moment/moment.min.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/moment/moment.min.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:20	66264/66264	---M-Z	200	added ('OK')	application/javascript	etag:%22102d8-5ef696cd4b888-gzip%22	https://tramites.saren.gob.ve/plugins/daterangepicker/daterangepicker.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/daterangepicker/daterangepicker.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:21	56879/56879	---M-Z	200	added ('OK')	application/javascript	etag:%22de2f-5ef696cdb1193-gzip%22	https://tramites.saren.gob.ve/plugins/tempusdominus-bootstrap-4/js/tempusdominus-bootstrap-4.min.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/tempusdominus-bootstrap-4/js/tempusdominus-bootstrap-4.min.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:22	151398/151398	---M-Z	200	added ('OK')	application/javascript	etag:%2224f66-5ef696cdae2b3-gzip%22	https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:22	42372/42372	---M-Z	200	added ('OK')	application/javascript	etag:%22a584-5ef696cd8eeaf-gzip%22	https://tramites.saren.gob.ve/plugins/overlayScrollbars/js/jquery.overlayScrollbars.min.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/overlayScrollbars/js/jquery.overlayScrollbars.min.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:23	57882/57882	---M-Z	200	added ('OK')	application/javascript	etag:%22e21a-5ef696cd17c62-gzip%22	https://tramites.saren.gob.ve/dist/js/adminlte.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/dist/js/adminlte.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:23	12616/12616	---M-Z	200	added ('OK')	application/javascript	etag:%223148-5ef696cd17c62-gzip%22	https://tramites.saren.gob.ve/dist/js/demo.js	E:/paginas%20clon/saren1/tramites.saren.gob.ve/dist/js/demo.js	(from https://tramites.saren.gob.ve/qr/f8b5ec9df5aadc8699ea6a8f1b605bf9612d910b48ec481bae89fb80b1416fa8)
01:05:24	12072/12072	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f28-5ef696cda84f2%22	https://tramites.saren.gob.ve/plugins/summernote/font/summernote.eot	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/summernote/font/summernote.eot	(from https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css)
01:05:25	12072/12072	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f28-5ef696cda84f2%22	https://tramites.saren.gob.ve/plugins/summernote/font/summernote.eot?	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/summernote/font/summernoted41d.eot	(from https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css)
01:05:25	6156/6156	---M--	200	added ('OK')	font/woff2	etag:%22180c-5ef696cda84f2%22	https://tramites.saren.gob.ve/plugins/summernote/font/summernote.woff2	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/summernote/font/summernote.woff2	(from https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css)
01:05:26	7428/7428	---M--	200	added ('OK')	font/woff	etag:%221d04-5ef696cda84f2%22	https://tramites.saren.gob.ve/plugins/summernote/font/summernote.woff	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/summernote/font/summernote.woff	(from https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css)
01:05:27	11896/11896	---M--	200	added ('OK')	font/ttf	etag:%222e78-5ef696cda84f2%22	https://tramites.saren.gob.ve/plugins/summernote/font/summernote.ttf	E:/paginas%20clon/saren1/tramites.saren.gob.ve/plugins/summernote/font/summernote.ttf	(from https://tramites.saren.gob.ve/plugins/summernote/summernote-bs4.min.css)
